case,workload,repetition,query,M,L,delta_positive,amplification,pre_recall,post_recall,answer_churn,durable_overlap,lost_ids_subset_weak,durable_fingerprint_equal
fixed-time,random,12,8,0,0,0,0,1,1,0,1,1,1
fixed-time,random,12,9,0,0,0,0,1,1,0,1,1,1
fixed-time,random,12,10,0,0,0,0,1,1,0,1,1,1
fixed-time,random,12,11,0,0,0,0,1,1,0,1,1,1
exchange-random,random,12,0,0,0,0,0,1,1,0,1,1,1
exchange-random,random,12,1,0,0,0,0,1,1,0,1,1,1
exchange-random,random,12,2,0.1,0.1,0.1,0,1,0.9,0.1,1,1,1
exchange-random,random,12,3,0,0,0,0,1,1,0,1,1,1
exchange-random,random,12,4,0,0,0,0,1,1,0,1,1,1
exchange-random,random,12,5,0,0,0,0,1,1,0,1,1,1
exchange-random,random,12,6,0,0,0,0,1,1,0,1,1,1
exchange-random,random,12,7,0.1,0.1,0.1,0,1,0.9,0.1,1,1,1
exchange-random,random,12,8,0,0,0,0,1,1,0,1,1,1
exchange-random,random,12,9,0.1,0.1,0.1,0,1,0.9,0.1,1,1,1
exchange-random,random,12,10,0.1,0.1,0.1,0,1,0.9,0.1,1,1,1
exchange-random,random,12,11,0.1,0.1,0.1,0,1,0.9,0.1,1,1,1
strict-random,random,12,0,0,0,0,0,1,1,0,1,1,1
strict-random,random,12,1,0,0,0,0,1,1,0,1,1,1
strict-random,random,12,2,0,0,0,0,1,1,0,1,1,1
strict-random,random,12,3,0,0,0,0,1,1,0,1,1,1
strict-random,random,12,4,0,0,0,0,1,1,0,1,1,1
strict-random,random,12,5,0,0,0,0,1,1,0,1,1,1
strict-random,random,12,6,0,0,0,0,1,1,0,1,1,1
strict-random,random,12,7,0,0,0,0,1,1,0,1,1,1
strict-random,random,12,8,0,0,0,0,1,1,0,1,1,1
strict-random,random,12,9,0.1,0.1,0.1,0,1,0.9,0.1,1,1,1
strict-random,random,12,10,0,0,0,0,1,1,0,1,1,1
strict-random,random,12,11,0,0,0,0,1,1,0,1,1,1
fixed-count,random,12,0,0,0,0,0,1,1,0,1,1,1
fixed-count,random,12,1,0,0,0,0,1,1,0,1,1,1
fixed-count,random,12,2,0,0,0,0,1,1,0,1,1,1
fixed-count,random,12,3,0,0,0,0,1,1,0,1,1,1
fixed-count,random,12,4,0,0,0,0,1,1,0,1,1,1
fixed-count,random,12,5,0,0,0,0,1,1,0,1,1,1
fixed-count,random,12,6,0,0,0,0,1,1,0,1,1,1
fixed-count,random,12,7,0,0,0,0,1,1,0,1,1,1
fixed-count,random,12,8,0,0,0,0,1,1,0,1,1,1
fixed-count,random,12,9,0.1,0.1,0.1,0,1,0.9,0.1,1,1,1
fixed-count,random,12,10,0,0,0,0,1,1,0,1,1,1
fixed-count,random,12,11,0,0,0,0,1,1,0,1,1,1
exchange-hot-guard,hot,12,0,0,0,0,0,1,1,0,1,1,1
exchange-hot-guard,hot,12,1,0,0,0,0,1,1,0,1,1,1
exchange-hot-guard,hot,12,2,0,0,0,0,1,1,0,1,1,1
exchange-hot-guard,hot,12,3,0,0,0,0,1,1,0,1,1,1
exchange-hot-guard,hot,12,4,0,0,0,0,1,1,0,1,1,1
exchange-hot-guard,hot,12,5,0,0,0,0,1,1,0,1,1,1
exchange-hot-guard,hot,12,6,0,0,0,0,1,1,0,1,1,1
exchange-hot-guard,hot,12,7,0,0,0,0,1,1,0,1,1,1
exchange-hot-guard,hot,12,8,0,0,0,0,1,1,0,1,1,1
exchange-hot-guard,hot,12,9,0,0,0,0,1,1,0,1,1,1
exchange-hot-guard,hot,12,10,0,0,0,0,1,1,0,1,1,1
exchange-hot-guard,hot,12,11,0,0,0,0,1,1,0,1,1,1
exchange-hot,hot,12,0,0.3,0.3,0.3,5.55112e-17,1,0.7,0.3,1,1,1
exchange-hot,hot,12,1,0.2,0.2,0.2,0,1,0.8,0.2,1,1,1
exchange-hot,hot,12,2,0.2,0.2,0.2,0,1,0.8,0.2,1,1,1
exchange-hot,hot,12,3,0.2,0.2,0.2,0,1,0.8,0.2,1,1,1
exchange-hot,hot,12,4,0.3,0.3,0.3,5.55112e-17,1,0.7,0.3,1,1,1
exchange-hot,hot,12,5,0.2,0.2,0.2,0,1,0.8,0.2,1,1,1
exchange-hot,hot,12,6,0.2,0.2,0.2,0,1,0.8,0.2,1,1,1
exchange-hot,hot,12,7,0.2,0.2,0.2,0,1,0.8,0.2,1,1,1
exchange-hot,hot,12,8,0.3,0.3,0.3,5.55112e-17,1,0.7,0.3,1,1,1
exchange-hot,hot,12,9,0.2,0.2,0.2,0,1,0.8,0.2,1,1,1
exchange-hot,hot,12,10,0.2,0.2,0.2,0,1,0.8,0.2,1,1,1
exchange-hot,hot,12,11,0.2,0.2,0.2,0,1,0.8,0.2,1,1,1
exchange-random,random,13,0,0,0,0,0,1,1,0,1,1,1
exchange-random,random,13,1,0,0,0,0,1,1,0,1,1,1
exchange-random,random,13,2,0,0,0,0,1,1,0,1,1,1
exchange-random,random,13,3,0,0,0,0,1,1,0,1,1,1
exchange-random,random,13,4,0.1,0.1,0.1,0,1,0.9,0.1,1,1,1
exchange-random,random,13,5,0,0,0,0,1,1,0,1,1,1
exchange-random,random,13,6,0.1,0.1,0.1,0,1,0.9,0.1,1,1,1
exchange-random,random,13,7,0,0,0,0,1,1,0,1,1,1
exchange-random,random,13,8,0.1,0.1,0.1,0,1,0.9,0.1,1,1,1
exchange-random,random,13,9,0.2,0.2,0.2,0,1,0.8,0.2,1,1,1
exchange-random,random,13,10,0.1,0.1,0.1,0,1,0.9,0.1,1,1,1
exchange-random,random,13,11,0.1,0.1,0.1,0,1,0.9,0.1,1,1,1
stable-group,random,13,0,0,0,0,0,1,1,0,1,1,1
stable-group,random,13,1,0,0,0,0,1,1,0,1,1,1
stable-group,random,13,2,0,0,0,0,1,1,0,1,1,1
stable-group,random,13,3,0,0,0,0,1,1,0,1,1,1
stable-group,random,13,4,0,0,0,0,1,1,0,1,1,1
stable-group,random,13,5,0,0,0,0,1,1,0,1,1,1
stable-group,random,13,6,0,0,0,0,1,1,0,1,1,1
stable-group,random,13,7,0,0,0,0,1,1,0,1,1,1
stable-group,random,13,8,0,0,0,0,1,1,0,1,1,1
stable-group,random,13,9,0,0,0,0,1,1,0,1,1,1
stable-group,random,13,10,0,0,0,0,1,1,0,1,1,1
stable-group,random,13,11,0,0,0,0,1,1,0,1,1,1
strict-hot,hot,13,0,0.1,0.1,0.1,0,1,0.9,0.1,1,1,1
strict-hot,hot,13,1,0,0,0,0,1,1,0,1,1,1
strict-hot,hot,13,2,0,0,0,0,1,1,0,1,1,1
strict-hot,hot,13,3,0,0,0,0,1,1,0,1,1,1
strict-hot,hot,13,4,0.1,0.1,0.1,0,1,0.9,0.1,1,1,1
strict-hot,hot,13,5,0,0,0,0,1,1,0,1,1,1
strict-hot,hot,13,6,0,0,0,0,1,1,0,1,1,1
strict-hot,hot,13,7,0,0,0,0,1,1,0,1,1,1
strict-hot,hot,13,8,0.1,0.1,0.1,0,1,0.9,0.1,1,1,1
strict-hot,hot,13,9,0,0,0,0,1,1,0,1,1,1
strict-hot,hot,13,10,0,0,0,0,1,1,0,1,1,1
strict-hot,hot,13,11,0,0,0,0,1,1,0,1,1,1
fixed-count,random,13,0,0,0,0,0,1,1,0,1,1,1
fixed-count,random,13,1,0,0,0,0,1,1,0,1,1,1
fixed-count,random,13,2,0,0,0,0,1,1,0,1,1,1
fixed-count,random,13,3,0,0,0,0,1,1,0,1,1,1
fixed-count,random,13,4,0,0,0,0,1,1,0,1,1,1
fixed-count,random,13,5,0,0,0,0,1,1,0,1,1,1
fixed-count,random,13,6,0,0,0,0,1,1,0,1,1,1
fixed-count,random,13,7,0,0,0,0,1,1,0,1,1,1
fixed-count,random,13,8,0,0,0,0,1,1,0,1,1,1
fixed-count,random,13,9,0,0,0,0,1,1,0,1,1,1
fixed-count,random,13,10,0,0,0,0,1,1,0,1,1,1
fixed-count,random,13,11,0,0,0,0,1,1,0,1,1,1
fixed-time,random,13,0,0,0,0,0,1,1,0,1,1,1
fixed-time,random,13,1,0,0,0,0,1,1,0,1,1,1
fixed-time,random,13,2,0,0,0,0,1,1,0,1,1,1
fixed-time,random,13,3,0,0,0,0,1,1,0,1,1,1
fixed-time,random,13,4,0,0,0,0,1,1,0,1,1,1
fixed-time,random,13,5,0,0,0,0,1,1,0,1,1,1
fixed-time,random,13,6,0,0,0,0,1,1,0,1,1,1
fixed-time,random,13,7,0,0,0,0,1,1,0,1,1,1
fixed-time,random,13,8,0,0,0,0,1,1,0,1,1,1
fixed-time,random,13,9,0,0,0,0,1,1,0,1,1,1
fixed-time,random,13,10,0,0,0,0,1,1,0,1,1,1
fixed-time,random,13,11,0,0,0,0,1,1,0,1,1,1
exchange-hot-guard,hot,13,0,0,0,0,0,1,1,0,1,1,1
exchange-hot-guard,hot,13,1,0,0,0,0,1,1,0,1,1,1
exchange-hot-guard,hot,13,2,0,0,0,0,1,1,0,1,1,1
exchange-hot-guard,hot,13,3,0,0,0,0,1,1,0,1,1,1
exchange-hot-guard,hot,13,4,0,0,0,0,1,1,0,1,1,1
exchange-hot-guard,hot,13,5,0,0,0,0,1,1,0,1,1,1
exchange-hot-guard,hot,13,6,0,0,0,0,1,1,0,1,1,1
exchange-hot-guard,hot,13,7,0,0,0,0,1,1,0,1,1,1
exchange-hot-guard,hot,13,8,0,0,0,0,1,1,0,1,1,1
exchange-hot-guard,hot,13,9,0,0,0,0,1,1,0,1,1,1
exchange-hot-guard,hot,13,10,0,0,0,0,1,1,0,1,1,1
exchange-hot-guard,hot,13,11,0,0,0,0,1,1,0,1,1,1
exchange-hot,hot,13,0,0.3,0.3,0.3,5.55112e-17,1,0.7,0.3,1,1,1
exchange-hot,hot,13,1,0.2,0.2,0.2,0,1,0.8,0.2,1,1,1
exchange-hot,hot,13,2,0.2,0.2,0.2,0,1,0.8,0.2,1,1,1
exchange-hot,hot,13,3,0.2,0.2,0.2,0,1,0.8,0.2,1,1,1
exchange-hot,hot,13,4,0.3,0.3,0.3,5.55112e-17,1,0.7,0.3,1,1,1
exchange-hot,hot,13,5,0.2,0.2,0.2,0,1,0.8,0.2,1,1,1
exchange-hot,hot,13,6,0.2,0.2,0.2,0,1,0.8,0.2,1,1,1
exchange-hot,hot,13,7,0.2,0.2,0.2,0,1,0.8,0.2,1,1,1
exchange-hot,hot,13,8,0.3,0.3,0.3,5.55112e-17,1,0.7,0.3,1,1,1
exchange-hot,hot,13,9,0.2,0.2,0.2,0,1,0.8,0.2,1,1,1
exchange-hot,hot,13,10,0.2,0.2,0.2,0,1,0.8,0.2,1,1,1
exchange-hot,hot,13,11,0.2,0.2,0.2,0,1,0.8,0.2,1,1,1
strict-random,random,13,0,0,0,0,0,1,1,0,1,1,1
strict-random,random,13,1,0,0,0,0,1,1,0,1,1,1
strict-random,random,13,2,0,0,0,0,1,1,0,1,1,1
strict-random,random,13,3,0,0,0,0,1,1,0,1,1,1
strict-random,random,13,4,0,0,0,0,1,1,0,1,1,1
strict-random,random,13,5,0,0,0,0,1,1,0,1,1,1
strict-random,random,13,6,0,0,0,0,1,1,0,1,1,1
strict-random,random,13,7,0,0,0,0,1,1,0,1,1,1
strict-random,random,13,8,0,0,0,0,1,1,0,1,1,1
strict-random,random,13,9,0,0,0,0,1,1,0,1,1,1
strict-random,random,13,10,0,0,0,0,1,1,0,1,1,1
strict-random,random,13,11,0,0,0,0,1,1,0,1,1,1
fixed-time,random,14,0,0,0,0,0,1,1,0,1,1,1
fixed-time,random,14,1,0,0,0,0,1,1,0,1,1,1
fixed-time,random,14,2,0,0,0,0,1,1,0,1,1,1
fixed-time,random,14,3,0,0,0,0,1,1,0,1,1,1
fixed-time,random,14,4,0,0,0,0,1,1,0,1,1,1
fixed-time,random,14,5,0,0,0,0,1,1,0,1,1,1
fixed-time,random,14,6,0,0,0,0,1,1,0,1,1,1
fixed-time,random,14,7,0,0,0,0,1,1,0,1,1,1
fixed-time,random,14,8,0,0,0,0,1,1,0,1,1,1
fixed-time,random,14,9,0,0,0,0,1,1,0,1,1,1
fixed-time,random,14,10,0,0,0,0,1,1,0,1,1,1
fixed-time,random,14,11,0,0,0,0,1,1,0,1,1,1
strict-hot,hot,14,0,0.1,0.1,0.1,0,1,0.9,0.1,1,1,1
strict-hot,hot,14,1,0,0,0,0,1,1,0,1,1,1
strict-hot,hot,14,2,0,0,0,0,1,1,0,1,1,1
strict-hot,hot,14,3,0,0,0,0,1,1,0,1,1,1
strict-hot,hot,14,4,0.1,0.1,0.1,0,1,0.9,0.1,1,1,1
strict-hot,hot,14,5,0,0,0,0,1,1,0,1,1,1
strict-hot,hot,14,6,0,0,0,0,1,1,0,1,1,1
strict-hot,hot,14,7,0,0,0,0,1,1,0,1,1,1
strict-hot,hot,14,8,0.1,0.1,0.1,0,1,0.9,0.1,1,1,1
strict-hot,hot,14,9,0,0,0,0,1,1,0,1,1,1
strict-hot,hot,14,10,0,0,0,0,1,1,0,1,1,1
strict-hot,hot,14,11,0,0,0,0,1,1,0,1,1,1
fixed-count,random,14,0,0.1,0.1,0.1,0,1,0.9,0.1,1,1,1
fixed-count,random,14,1,0,0,0,0,1,1,0,1,1,1
fixed-count,random,14,2,0,0,0,0,1,1,0,1,1,1
fixed-count,random,14,3,0,0,0,0,1,1,0,1,1,1
fixed-count,random,14,4,0.1,0.1,0.1,0,1,0.9,0.1,1,1,1
fixed-count,random,14,5,0,0,0,0,1,1,0,1,1,1
fixed-count,random,14,6,0,0,0,0,1,1,0,1,1,1
fixed-count,random,14,7,0,0,0,0,1,1,0,1,1,1
fixed-count,random,14,8,0,0,0,0,1,1,0,1,1,1
fixed-count,random,14,9,0,0,0,0,1,1,0,1,1,1
fixed-count,random,14,10,0,0,0,0,1,1,0,1,1,1
fixed-count,random,14,11,0,0,0,0,1,1,0,1,1,1
exchange-hot,hot,14,0,0.3,0.3,0.3,5.55112e-17,1,0.7,0.3,1,1,1
exchange-hot,hot,14,1,0.2,0.2,0.2,0,1,0.8,0.2,1,1,1
exchange-hot,hot,14,2,0.2,0.2,0.2,0,1,0.8,0.2,1,1,1
exchange-hot,hot,14,3,0.2,0.2,0.2,0,1,0.8,0.2,1,1,1
exchange-hot,hot,14,4,0.3,0.3,0.3,5.55112e-17,1,0.7,0.3,1,1,1
exchange-hot,hot,14,5,0.2,0.2,0.2,0,1,0.8,0.2,1,1,1
exchange-hot,hot,14,6,0.2,0.2,0.2,0,1,0.8,0.2,1,1,1
exchange-hot,hot,14,7,0.2,0.2,0.2,0,1,0.8,0.2,1,1,1
exchange-hot,hot,14,8,0.3,0.3,0.3,5.55112e-17,1,0.7,0.3,1,1,1
exchange-hot,hot,14,9,0.2,0.2,0.2,0,1,0.8,0.2,1,1,1
exchange-hot,hot,14,10,0.2,0.2,0.2,0,1,0.8,0.2,1,1,1
exchange-hot,hot,14,11,0.2,0.2,0.2,0,1,0.8,0.2,1,1,1
exchange-hot-guard,hot,14,0,0,0,0,0,1,1,0,1,1,1
exchange-hot-guard,hot,14,1,0,0,0,0,1,1,0,1,1,1
exchange-hot-guard,hot,14,2,0,0,0,0,1,1,0,1,1,1
exchange-hot-guard,hot,14,3,0,0,0,0,1,1,0,1,1,1
exchange-hot-guard,hot,14,4,0,0,0,0,1,1,0,1,1,1
exchange-hot-guard,hot,14,5,0,0,0,0,1,1,0,1,1,1
exchange-hot-guard,hot,14,6,0,0,0,0,1,1,0,1,1,1
exchange-hot-guard,hot,14,7,0,0,0,0,1,1,0,1,1,1
exchange-hot-guard,hot,14,8,0,0,0,0,1,1,0,1,1,1
exchange-hot-guard,hot,14,9,0,0,0,0,1,1,0,1,1,1
exchange-hot-guard,hot,14,10,0,0,0,0,1,1,0,1,1,1
exchange-hot-guard,hot,14,11,0,0,0,0,1,1,0,1,1,1
exchange-random,random,14,0,0.1,0.1,0.1,0,1,0.9,0.1,1,1,1
exchange-random,random,14,1,0,0,0,0,1,1,0,1,1,1
exchange-random,random,14,2,0,0,0,0,1,1,0,1,1,1
exchange-random,random,14,3,0,0,0,0,1,1,0,1,1,1
exchange-random,random,14,4,0.1,0.1,0.1,0,1,0.9,0.1,1,1,1
exchange-random,random,14,5,0.1,0.1,0.1,0,1,0.9,0.1,1,1,1
exchange-random,random,14,6,0,0,0,0,1,1,0,1,1,1
exchange-random,random,14,7,0,0,0,0,1,1,0,1,1,1
exchange-random,random,14,8,0,0,0,0,1,1,0,1,1,1
exchange-random,random,14,9,0,0,0,0,1,1,0,1,1,1
exchange-random,random,14,10,0.1,0.1,0.1,0,1,0.9,0.1,1,1,1
exchange-random,random,14,11,0,0,0,0,1,1,0,1,1,1
strict-random,random,14,0,0.1,0.1,0.1,0,1,0.9,0.1,1,1,1
strict-random,random,14,1,0,0,0,0,1,1,0,1,1,1
strict-random,random,14,2,0,0,0,0,1,1,0,1,1,1
strict-random,random,14,3,0,0,0,0,1,1,0,1,1,1
strict-random,random,14,4,0.1,0.1,0.1,0,1,0.9,0.1,1,1,1
strict-random,random,14,5,0,0,0,0,1,1,0,1,1,1
strict-random,random,14,6,0,0,0,0,1,1,0,1,1,1
strict-random,random,14,7,0,0,0,0,1,1,0,1,1,1
strict-random,random,14,8,0,0,0,0,1,1,0,1,1,1
strict-random,random,14,9,0,0,0,0,1,1,0,1,1,1
strict-random,random,14,10,0,0,0,0,1,1,0,1,1,1
strict-random,random,14,11,0,0,0,0,1,1,0,1,1,1
stable-group,random,14,0,0,0,0,0,1,1,0,1,1,1
stable-group,random,14,1,0,0,0,0,1,1,0,1,1,1
stable-group,random,14,2,0,0,0,0,1,1,0,1,1,1
stable-group,random,14,3,0,0,0,0,1,1,0,1,1,1
stable-group,random,14,4,0,0,0,0,1,1,0,1,1,1
stable-group,random,14,5,0,0,0,0,1,1,0,1,1,1
stable-group,random,14,6,0,0,0,0,1,1,0,1,1,1
stable-group,random,14,7,0,0,0,0,1,1,0,1,1,1
stable-group,random,14,8,0,0,0,0,1,1,0,1,1,1
stable-group,random,14,9,0,0,0,0,1,1,0,1,1,1
stable-group,random,14,10,0,0,0,0,1,1,0,1,1,1
stable-group,random,14,11,0,0,0,0,1,1,0,1,1,1
fixed-time,random,15,0,0,0,0,0,1,1,0,1,1,1
fixed-time,random,15,1,0,0,0,0,1,1,0,1,1,1
fixed-time,random,15,2,0,0,0,0,1,1,0,1,1,1
fixed-time,random,15,3,0,0,0,0,1,1,0,1,1,1
fixed-time,random,15,4,0,0,0,0,1,1,0,1,1,1
fixed-time,random,15,5,0,0,0,0,1,1,0,1,1,1
fixed-time,random,15,6,0,0,0,0,1,1,0,1,1,1
fixed-time,random,15,7,0,0,0,0,1,1,0,1,1,1
fixed-time,random,15,8,0,0,0,0,1,1,0,1,1,1
fixed-time,random,15,9,0,0,0,0,1,1,0,1,1,1
fixed-time,random,15,10,0,0,0,0,1,1,0,1,1,1
fixed-time,random,15,11,0,0,0,0,1,1,0,1,1,1
fixed-count,random,15,0,0,0,0,0,1,1,0,1,1,1
fixed-count,random,15,1,0,0,0,0,1,1,0,1,1,1
fixed-count,random,15,2,0,0,0,0,1,1,0,1,1,1
fixed-count,random,15,3,0.1,0.1,0.1,0,1,0.9,0.1,1,1,1
fixed-count,random,15,4,0,0,0,0,1,1,0,1,1,1
fixed-count,random,15,5,0,0,0,0,1,1,0,1,1,1
fixed-count,random,15,6,0,0,0,0,1,1,0,1,1,1
fixed-count,random,15,7,0,0,0,0,1,1,0,1,1,1
fixed-count,random,15,8,0,0,0,0,1,1,0,1,1,1
fixed-count,random,15,9,0,0,0,0,1,1,0,1,1,1
fixed-count,random,15,10,0,0,0,0,1,1,0,1,1,1
fixed-count,random,15,11,0,0,0,0,1,1,0,1,1,1
strict-hot,hot,15,0,0.1,0.1,0.1,0,1,0.9,0.1,1,1,1
strict-hot,hot,15,1,0,0,0,0,1,1,0,1,1,1
strict-hot,hot,15,2,0,0,0,0,1,1,0,1,1,1
strict-hot,hot,15,3,0,0,0,0,1,1,0,1,1,1
strict-hot,hot,15,4,0.1,0.1,0.1,0,1,0.9,0.1,1,1,1
strict-hot,hot,15,5,0,0,0,0,1,1,0,1,1,1
strict-hot,hot,15,6,0,0,0,0,1,1,0,1,1,1
strict-hot,hot,15,7,0,0,0,0,1,1,0,1,1,1
strict-hot,hot,15,8,0.1,0.1,0.1,0,1,0.9,0.1,1,1,1
strict-hot,hot,15,9,0,0,0,0,1,1,0,1,1,1
strict-hot,hot,15,10,0,0,0,0,1,1,0,1,1,1
strict-hot,hot,15,11,0,0,0,0,1,1,0,1,1,1
strict-random,random,15,0,0,0,0,0,1,1,0,1,1,1
strict-random,random,15,1,0,0,0,0,1,1,0,1,1,1
strict-random,random,15,2,0,0,0,0,1,1,0,1,1,1
strict-random,random,15,3,0.1,0.1,0.1,0,1,0.9,0.1,1,1,1
strict-random,random,15,4,0,0,0,0,1,1,0,1,1,1
strict-random,random,15,5,0,0,0,0,1,1,0,1,1,1
strict-random,random,15,6,0,0,0,0,1,1,0,1,1,1
strict-random,random,15,7,0,0,0,0,1,1,0,1,1,1
strict-random,random,15,8,0,0,0,0,1,1,0,1,1,1
strict-random,random,15,9,0,0,0,0,1,1,0,1,1,1
strict-random,random,15,10,0,0,0,0,1,1,0,1,1,1
strict-random,random,15,11,0,0,0,0,1,1,0,1,1,1
exchange-hot-guard,hot,15,0,0,0,0,0,1,1,0,1,1,1
exchange-hot-guard,hot,15,1,0,0,0,0,1,1,0,1,1,1
exchange-hot-guard,hot,15,2,0,0,0,0,1,1,0,1,1,1
exchange-hot-guard,hot,15,3,0,0,0,0,1,1,0,1,1,1
exchange-hot-guard,hot,15,4,0,0,0,0,1,1,0,1,1,1
exchange-hot-guard,hot,15,5,0,0,0,0,1,1,0,1,1,1
exchange-hot-guard,hot,15,6,0,0,0,0,1,1,0,1,1,1
exchange-hot-guard,hot,15,7,0,0,0,0,1,1,0,1,1,1
exchange-hot-guard,hot,15,8,0,0,0,0,1,1,0,1,1,1
exchange-hot-guard,hot,15,9,0,0,0,0,1,1,0,1,1,1
exchange-hot-guard,hot,15,10,0,0,0,0,1,1,0,1,1,1
exchange-hot-guard,hot,15,11,0,0,0,0,1,1,0,1,1,1
stable-group,random,15,0,0,0,0,0,1,1,0,1,1,1
stable-group,random,15,1,0,0,0,0,1,1,0,1,1,1
stable-group,random,15,2,0,0,0,0,1,1,0,1,1,1
stable-group,random,15,3,0,0,0,0,1,1,0,1,1,1
stable-group,random,15,4,0,0,0,0,1,1,0,1,1,1
stable-group,random,15,5,0,0,0,0,1,1,0,1,1,1
stable-group,random,15,6,0,0,0,0,1,1,0,1,1,1
stable-group,random,15,7,0,0,0,0,1,1,0,1,1,1
stable-group,random,15,8,0,0,0,0,1,1,0,1,1,1
stable-group,random,15,9,0,0,0,0,1,1,0,1,1,1
stable-group,random,15,10,0,0,0,0,1,1,0,1,1,1
stable-group,random,15,11,0,0,0,0,1,1,0,1,1,1
exchange-random,random,15,0,0.1,0.1,0.1,0,1,0.9,0.1,1,1,1
exchange-random,random,15,1,0.1,0.1,0.1,0,1,0.9,0.1,1,1,1
exchange-random,random,15,2,0,0,0,0,1,1,0,1,1,1
exchange-random,random,15,3,0.1,0.1,0.1,0,1,0.9,0.1,1,1,1
exchange-random,random,15,4,0,0,0,0,1,1,0,1,1,1
exchange-random,random,15,5,0,0,0,0,1,1,0,1,1,1
exchange-random,random,15,6,0,0,0,0,1,1,0,1,1,1
exchange-random,random,15,7,0,0,0,0,1,1,0,1,1,1
exchange-random,random,15,8,0,0,0,0,1,1,0,1,1,1
exchange-random,random,15,9,0.1,0.1,0.1,0,1,0.9,0.1,1,1,1
exchange-random,random,15,10,0.1,0.1,0.1,0,1,0.9,0.1,1,1,1
exchange-random,random,15,11,0.1,0.1,0.1,0,1,0.9,0.1,1,1,1
exchange-hot,hot,15,0,0.3,0.3,0.3,5.55112e-17,1,0.7,0.3,1,1,1
exchange-hot,hot,15,1,0.2,0.2,0.2,0,1,0.8,0.2,1,1,1
exchange-hot,hot,15,2,0.2,0.2,0.2,0,1,0.8,0.2,1,1,1
exchange-hot,hot,15,3,0.2,0.2,0.2,0,1,0.8,0.2,1,1,1
exchange-hot,hot,15,4,0.3,0.3,0.3,5.55112e-17,1,0.7,0.3,1,1,1
exchange-hot,hot,15,5,0.2,0.2,0.2,0,1,0.8,0.2,1,1,1
exchange-hot,hot,15,6,0.2,0.2,0.2,0,1,0.8,0.2,1,1,1
exchange-hot,hot,15,7,0.2,0.2,0.2,0,1,0.8,0.2,1,1,1
exchange-hot,hot,15,8,0.3,0.3,0.3,5.55112e-17,1,0.7,0.3,1,1,1
exchange-hot,hot,15,9,0.2,0.2,0.2,0,1,0.8,0.2,1,1,1
exchange-hot,hot,15,10,0.2,0.2,0.2,0,1,0.8,0.2,1,1,1
exchange-hot,hot,15,11,0.2,0.2,0.2,0,1,0.8,0.2,1,1,1
exchange-random,random,16,0,0.2,0.2,0.2,0,1,0.8,0.2,1,1,1
exchange-random,random,16,1,0.1,0.1,0.1,0,1,0.9,0.1,1,1,1
exchange-random,random,16,2,0.1,0.1,0.1,0,1,0.9,0.1,1,1,1
exchange-random,random,16,3,0.1,0.1,0.1,0,1,0.9,0.1,1,1,1
exchange-random,random,16,4,0,0,0,0,1,1,0,1,1,1
exchange-random,random,16,5,0,0,0,0,1,1,0,1,1,1
exchange-random,random,16,6,0,0,0,0,1,1,0,1,1,1
exchange-random,random,16,7,0,0,0,0,1,1,0,1,1,1
exchange-random,random,16,8,0.1,0.1,0.1,0,1,0.9,0.1,1,1,1
exchange-random,random,16,9,0,0,0,0,1,1,0,1,1,1
exchange-random,random,16,10,0.1,0.1,0.1,0,1,0.9,0.1,1,1,1
exchange-random,random,16,11,0,0,0,0,1,1,0,1,1,1
strict-hot,hot,16,0,0.1,0.1,0.1,0,1,0.9,0.1,1,1,1
strict-hot,hot,16,1,0,0,0,0,1,1,0,1,1,1
strict-hot,hot,16,2,0,0,0,0,1,1,0,1,1,1
strict-hot,hot,16,3,0,0,0,0,1,1,0,1,1,1
strict-hot,hot,16,4,0.1,0.1,0.1,0,1,0.9,0.1,1,1,1
strict-hot,hot,16,5,0,0,0,0,1,1,0,1,1,1
strict-hot,hot,16,6,0,0,0,0,1,1,0,1,1,1
strict-hot,hot,16,7,0,0,0,0,1,1,0,1,1,1
strict-hot,hot,16,8,0.1,0.1,0.1,0,1,0.9,0.1,1,1,1
strict-hot,hot,16,9,0,0,0,0,1,1,0,1,1,1
strict-hot,hot,16,10,0,0,0,0,1,1,0,1,1,1
strict-hot,hot,16,11,0,0,0,0,1,1,0,1,1,1
exchange-hot,hot,16,0,0.3,0.3,0.3,5.55112e-17,1,0.7,0.3,1,1,1
exchange-hot,hot,16,1,0.2,0.2,0.2,0,1,0.8,0.2,1,1,1
exchange-hot,hot,16,2,0.2,0.2,0.2,0,1,0.8,0.2,1,1,1
exchange-hot,hot,16,3,0.2,0.2,0.2,0,1,0.8,0.2,1,1,1
exchange-hot,hot,16,4,0.3,0.3,0.3,5.55112e-17,1,0.7,0.3,1,1,1
exchange-hot,hot,16,5,0.2,0.2,0.2,0,1,0.8,0.2,1,1,1
exchange-hot,hot,16,6,0.2,0.2,0.2,0,1,0.8,0.2,1,1,1
exchange-hot,hot,16,7,0.2,0.2,0.2,0,1,0.8,0.2,1,1,1
exchange-hot,hot,16,8,0.3,0.3,0.3,5.55112e-17,1,0.7,0.3,1,1,1
exchange-hot,hot,16,9,0.2,0.2,0.2,0,1,0.8,0.2,1,1,1
exchange-hot,hot,16,10,0.2,0.2,0.2,0,1,0.8,0.2,1,1,1
exchange-hot,hot,16,11,0.2,0.2,0.2,0,1,0.8,0.2,1,1,1
